V1
0.405993384
0.684362499
0.847197993
0.962731615
1.052346454
1.125567109
1.187474291
1.24110073
1.288402603
1.33071557
1.368992304
1.403936224
1.436081515
1.465843406
1.493551063
1.519469846
1.5438168
1.566771718
1.588485209
1.609084685
1.6286789
1.647361419
1.665213325
1.68230534
1.698699524
1.714450631
1.729607212
1.744212522
1.758305257
1.771920179
1.785088629
1.797838962
1.810196913
1.822185915
1.833827361
1.845140834
1.85614431
1.866854324
1.877286125
1.887453801
1.897370397
1.907048016
1.916497904
1.925730535
1.934755673
1.94358244
1.95221937
1.960674456
1.968955197
1.97706864
1.985021409
1.992819746
2.000469535
2.007976328
2.015345374
2.022581637
2.029689818
2.036674372
2.043539527
2.050289295
2.056927491
2.063457745
2.06988351
2.076208077
2.082434585
2.088566029
2.094605267
2.100555031
2.106417934
2.112196476
2.11789305
2.123509949
2.129049372
2.134513425
2.139904134
2.14522344
2.150473211
2.15565524
2.160771255
2.165822916
2.170811822
2.175739512
2.180607472
2.185417131
2.19016987
2.19486702
2.199509866
2.20409965
2.208637572
2.213124789
2.217562422
2.221951556
2.226293239
2.230588485
2.234838279
2.239043571
2.243205284
2.247324313
2.251401523
2.255437755
2.259433825
2.263390525
2.267308622
2.271188862
2.27503197
2.27883865
2.282609586
2.286345443
2.290046868
2.29371449
2.297348919
2.300950753
2.304520569
2.308058934
2.311566395
2.315043488
2.318490734
2.321908642
2.325297706
2.32865841
2.331991224
2.335296607
2.338575006
2.34182686
2.345052594
2.348252625
2.351427359
2.354577193
2.357702514
2.360803701
2.363881124
2.366935144
2.369966115
2.372974382
2.375960282
2.378924146
2.381866297
2.38478705
2.387686714
2.390565592
2.393423979
2.396262166
2.399080435
2.401879065
2.404658327
2.407418487
2.410159807
2.412882541
2.41558694
2.418273249
2.420941709
2.423592555
2.426226019
2.428842326
2.431441699
2.434024356
2.43659051
2.439140371
2.441674144
2.444192032
2.446694231
2.449180937
2.451652341
2.454108628
2.456549983
2.458976587
2.461388617
2.463786247
2.466169647
2.468538985
2.470894428
2.473236135
2.475564268
2.477878982
2.480180431
2.482468766
2.484744136
2.487006687
2.489256563
2.491493904
2.49371885
2.495931538
2.498132101
2.500320671
2.50249738
2.504662354
2.50681572
2.508957601
2.511088119
2.513207394
2.515315545
2.517412687
2.519498934
2.5215744
2.523639195
2.525693428
2.527737207
2.529770638
2.531793825
2.533806871
2.535809876
2.537802941
2.539786163
2.54175964
2.543723467
2.545677737
2.547622544
2.549557978
2.551484129
2.553401086
2.555308936
2.557207766
2.55909766
2.560978702
2.562850974
2.564714559
2.566569536
2.568415984
2.570253981
2.572083605
2.573904931
2.575718035
2.577522989
2.579319868
2.581108743
2.582889685
2.584662764
2.586428049
2.588185609
2.58993551
2.59167782
2.593412603
2.595139925
2.59685985
2.59857244
2.600277758
2.601975865
2.603666822
2.605350689
2.607027526
2.60869739
2.610360339
2.612016431
2.613665722
2.615308267
2.616944122
2.61857334
2.620195976
2.621812081
2.62342171
2.625024913
2.626621741
2.628212245
2.629796474
2.631374479
2.632946308
2.634512009
2.636071629
2.637625216
2.639172817
2.640714476
2.64225024
2.643780153
2.64530426
2.646822605
2.648335231
2.649842181
2.651343498
2.652839223
2.654329398
2.655814064
2.657293262
2.658767032
2.660235412
2.661698444
2.663156165
2.664608614
2.666055829
2.667497848
2.668934707
2.670366444
2.671793095
2.673214695
2.674631281
2.676042888
2.677449551
2.678851304
2.680248181
2.681640216
2.683027442
2.684409894
2.685787603
2.687160602
2.688528922
2.689892597
2.691251656
2.692606132
2.693956055
2.695301456
2.696642365
2.697978811
2.699310825
2.700638435
2.701961671
2.703280561
2.704595134
2.705905419
2.707211442
2.708513231
2.709810815
2.711104219
2.712393471
2.713678598
2.714959626
2.71623658
2.717509486
2.718778371
2.72004326
2.721304177
2.722561147
2.723814196
2.725063347
2.726308625
2.727550053
2.728787656
2.730021456
2.731251478
2.732477744
2.733700276
2.734919099
2.736134234
2.737345703
2.738553529
2.739757733
2.740958337
2.742155362
2.74334883
2.744538762
2.745725179
2.746908101
2.748087549
2.749263543
2.750436104
2.751605251
2.752771004
2.753933384
2.755092408
2.756248097
2.75740047
2.758549546
2.759695344
2.760837882
2.761977178
2.763113252
2.76424612
2.765375803
2.766502316
2.767625678
2.768745907
2.76986302
2.770977034
2.772087966
2.773195833
2.774300653
2.775402442
