日期,沉睡保险箱结余,沉睡身上携带,活跃保险箱余额,活跃身上携带,游戏币发放,纯消耗,日活跃用户,月活跃用户数,日活跃/月活跃,登陆用户数,日ARPPU,日充值总额,日付费用户数,首付用户数,付费次数,日新增用户,累增用户,在线均值,在玩均值,最高在线,在玩峰值,玩牌人数,没玩牌人数,台费消耗,破产用户数,30日流失
2015/8/26,43351389 ,158371821 ,53258493 ,205235527 ,15593738 ,15586597 ,170309,758173,0.22,171211,40.12,47007,1171,121,2333,3389,7508464,7942,4360,22125,9294,114325,57671,4198956050,15935,398525
2015/8/27,43337890 ,158676634 ,52767177 ,205648429 ,16300480 ,16100280 ,172839,756644,0.23,173987,37.20,45788,1230,142,2551,3702,7512166,8052,4402,22141,9191,114943,59258,3889671170,15820,397908
2015/8/28,43461832 ,159020291 ,52621062 ,206021908 ,17966301 ,17259575 ,174708,758965,0.23,175637,40.99,53314,1300,147,2698,3349,7515515,8077,4399,21433,8717,116396,59735,3924805165,16664,394155
2015/8/29,43511900 ,159329197 ,52993606 ,206730213 ,18424829 ,16985118 ,172389,761281,0.23,172851,48.27,61963,1281,147,2788,3175,7518690,7888,4284,21805,8914,113049,60651,3737902230,16442,390874
2015/8/30,43562433 ,159576909 ,52244375 ,207570897 ,18774333 ,18413475 ,171704,762854,0.23,172641,40.81,52761,1292,133,2711,3297,7521987,7885,4303,20894,8907,113304,59743,3752680135,15950,390353
2015/8/31,43589150 ,160093622 ,52364083 ,208012072 ,18728459 ,17648959 ,170076,764990,0.22,170866,44.59,57971,1300,143,2696,3238,7525225,7876,4320,20386,8506,113369,58306,3874555320,16324,389139
2015/9/1,43637684 ,160415742 ,53597182 ,206608415 ,16664983 ,16468685 ,168207,764811,0.22,171074,35.74,44479,1244,111,2577,5926,7531151,7845,4277,19590,7942,113084,57639,3755266060,15717,390509
2015/9/2,43704611 ,160695843 ,52783907 ,209058622 ,17106922 ,15296987 ,169398,764948,0.22,171790,48.14,59561,1233,144,2583,4903,7536054,7626,4068,21469,8941,111827,59501,3522855255,15069,386415
2015/9/3,43775025 ,161005632 ,53206712 ,210419697 ,19032223 ,16874693 ,172469,765348,0.23,175138,45.74,56579,1233,120,2713,5386,7541440,7773,4182,21459,8852,115318,58955,3755530085,15787,385471
2015/9/4,43869536 ,161473418 ,52920826 ,210666979 ,18822040 ,18351520 ,171103,763682,0.22,174372,37.52,45710,1213,128,2548,5691,7547131,7872,4261,21627,8622,116069,57019,4458067355,15990,387262
2015/9/5,43920915 ,161822046 ,53306091 ,210579012 ,18514271 ,17826465 ,172639,763167,0.23,175637,37.98,47275,1241,135,2400,5255,7552386,7985,4250,21552,8515,110402,63998,4301953140,14936,387356
2015/9/6,43920919 ,162002392 ,52728077 ,211116723 ,19676030 ,19501841 ,173398,762310,0.23,175453,37.01,43915,1186,138,2433,4472,7556858,8056,4329,21368,8800,113051,62211,4360267990,15440,388350
2015/9/7,43963468 ,162292115 ,53022862 ,210546665 ,19179842 ,19106128 ,171945,761924,0.23,175514,36.95,44090,1193,151,2375,5947,7562805,8177,4448,21143,8745,113323,61027,4470597350,15817,389573
2015/9/8,44239550 ,162483108 ,52285813 ,209839715 ,17783002 ,18833552 ,172622,762614,0.23,175879,37.20,44562,1197,136,2389,5384,7568189,8278,4541,21853,9188,115136,59661,4895035385,15996,390143
2015/9/9,44263614 ,162808113 ,53226161 ,207922520 ,17609212 ,18334281 ,175270,760830,0.23,177979,37.98,45668,1201,118,2303,4899,7573088,8067,4358,22438,8975,111756,65133,4685870080,15359,391996
2015/9/10,44328658 ,163076654 ,53695545 ,206711000 ,17909006 ,18386986 ,175077,761041,0.23,177273,45.03,48862,1071,78,2167,4474,7577562,8032,4298,21890,8761,112347,64437,4120347685,15590,389855
2015/9/11,44450709 ,163313721 ,52999530 ,206931186 ,16640654 ,16767536 ,180306,763036,0.24,182923,46.95,44245,942,60,1857,5719,7583281,7961,4220,22079,9010,115263,66948,3957985875,15694,390898
2015/9/12,44553187 ,157413326 ,53257249 ,205649521 ,17654146 ,24487944 ,202134,795297,0.25,165791,52.59,47541,903,45,1850,4579,7587860,7835,4257,22287,9067,115607,88291,3774552260,15773,355858
2015/9/13,44582858 ,157792778 ,53161916 ,205424377 ,16465101 ,16682370 ,163545,795807,0.21,162452,47.89,45446,945,53,1830,4495,7592355,7818,4249,21525,8839,115623,49895,4027780930,15882,353525
2015/9/14,44735575 ,158131532 ,53641834 ,204284904 ,16813602 ,16846262 ,157170,798972,0.2,160174,51.91,44236,851,36,1683,4911,7597266,7788,4254,20884,8752,113520,45811,4088463535,16099,348428
2015/9/15,44741373 ,158390123 ,53636036 ,203747534 ,15831333 ,17199665 ,155486,800594,0.19,158540,40.77,36921,898,50,1717,5494,7602760,7776,4292,21111,8759,112853,44643,4297689040,16157,345323
2015/9/16,44895086 ,158993640 ,53605754 ,204865068 ,13378468 ,11585497 ,156803,799872,0.2,158968,54.85,46290,844,54,1712,4820,7607580,7617,4145,21524,8856,113097,45424,3713231030,15716,344584
2015/9/17,45008234 ,159025556 ,55104116 ,206839422 ,18675271 ,16641528 ,162178,801536,0.2,164397,58.82,49056,834,37,1686,4783,7612363,7793,4243,21964,8548,114720,49142,3840759525,15909,344590
2015/9/18,45041490 ,159330684 ,54636328 ,207849911 ,17846132 ,16878327 ,172789,808166,0.21,173193,39.53,43202,1092,122,2133,4854,7617217,7896,4247,21623,9075,115363,59146,3798418625,15955,342164
2015/9/19,45085583 ,159674535 ,56363699 ,206266316 ,17639395 ,17015666 ,157881,807759,0.2,160052,39.35,42353,1076,143,2075,4281,7621498,7645,4164,21740,9025,113472,46176,3836940495,15608,340954
2015/9/20,45117519 ,159797265 ,54879303 ,208331903 ,17948136 ,16992811 ,157496,808238,0.19,160807,44.75,48486,1083,125,2056,5375,7626873,7656,4190,20978,8851,113782,45606,3957335155,15734,337599
2015/9/21,45143805 ,160076579 ,55695495 ,206758967 ,17252006 ,17662766 ,152695,808126,0.19,155558,42.02,44831,1067,127,2125,4986,7631859,7503,4111,20573,8433,110870,43577,4279638645,15611,341025
2015/9/22,45167544 ,160422136 ,56051506 ,205121241 ,16515418 ,17412356 ,151135,807598,0.19,153454,42.57,43589,1024,110,2086,4244,7636103,7471,4117,20566,8462,100173,52353,4320934585,15220,333934
2015/9/23,45189074 ,160768329 ,56176601 ,205035244 ,16624491 ,16137456 ,155704,805515,0.19,155841,46.71,49278,1055,136,2192,3440,7639543,7318,3963,21333,8900,103625,53303,4109627975,14870,335144
2015/9/24,45289440 ,161093526 ,55137375 ,205481737 ,17958408 ,18105344 ,148617,803078,0.19,149692,47.69,49216,1032,115,2036,2991,7642534,8012,4357,20787,8754,106705,43148,4512745845,15184,335845
2015/9/25,45352861 ,161443444 ,55409725 ,204768822 ,17652799 ,17696846 ,139155,803159,0.17,139952,46.28,48074,1038,113,2052,3154,7645688,7289,4014,20900,8580,99831,40649,4304840765,15396,334405
2015/9/26,45410782 ,161685503 ,55668662 ,204067885 ,17404974 ,17561593 ,150957,802689,0.19,152458,47.86,47708,995,108,1994,3665,7649353,7500,4125,21254,8776,110155,42089,4100697110,14945,333206
2015/9/27,45441004 ,161852168 ,54315444 ,205632207 ,17442318 ,16974072 ,149752,800911,0.19,150093,50.60,47428,937,62,1829,2265,7651618,7418,4021,20209,8515,108479,42347,3866057085,14681,336465
2015/9/28,45361400 ,162172569 ,55374750 ,204483384 ,17176745 ,17003896 ,147490,801042,0.18,148691,49.76,45279,907,58,1776,3325,7654943,7422,4081,19949,8355,107511,41136,3683744240,14806,338662
2015/9/29,45385589 ,162484875 ,56002983 ,203232505 ,17838615 ,18165964 ,146991,801538,0.18,147541,49.98,42353,847,40,1664,3268,7658211,7496,4182,20791,8583,107402,40838,3794869780,15227,339735
2015/9/30,45446190 ,162811948 ,55201289 ,204594510 ,17572476 ,16638206 ,138552,799601,0.17,137967,56.62,49163,868,56,1681,2639,7660850,7114,3924,21479,8835,99285,40420,3651805450,14795,342615
2015/10/1,45472516 ,163212647 ,54583100 ,204281277 ,17157057 ,17569405 ,146006,797943,0.18,148570,51.82,49031,946,61,1843,4992,7665842,7402,4084,21513,8849,108146,39732,4045976485,15482,342682
2015/10/2,45533616 ,163605045 ,55072482 ,202957467 ,17315632 ,17722876 ,147531,799290,0.18,149567,50.39,48483,962,67,1860,5126,7670968,7459,4123,21276,8854,109379,40162,4053127405,15624,342448
2015/10/3,45679026 ,163912573 ,54043901 ,203196534 ,17829214 ,18154358 ,142445,797797,0.18,144104,56.24,49502,880,54,1794,4038,7675006,7271,4034,20791,8620,107050,37264,3809980920,15254,342968
2015/10/4,45716872 ,164243569 ,53628258 ,203248746 ,18220889 ,18217259 ,143440,797339,0.18,145317,57.68,49851,864,62,1790,3937,7678943,7253,4008,20974,8643,107464,37926,3830900590,15144,341125
2015/10/5,45738959 ,164643494 ,53634907 ,201625794 ,16726659 ,17946150 ,127131,798319,0.16,128858,43.57,39863,915,57,1743,4012,7682955,6988,3897,20054,8308,92146,36889,3725618725,15077,340081
2015/10/6,46038393 ,164923882 ,53905735 ,200655183 ,16963471 ,17059167 ,132609,801000,0.17,134813,53.87,46604,865,46,1731,4285,7687240,7160,4023,20902,8604,96081,38531,3627413235,15192,338737
2015/10/7,46429310 ,165229726 ,52624757 ,202269433 ,17524510 ,16513635 ,141243,803698,0.18,142971,58.21,48667,836,47,1655,3948,7691188,7131,3950,21554,8967,101679,41422,3650225930,14944,337852
2015/10/8,46239860 ,165536887 ,53172216 ,201607081 ,15735579 ,15737717 ,147013,805335,0.18,148262,45.60,40691,891,82,1670,3511,7694699,7364,4066,21843,9041,106778,42073,3723548625,15051,336857
2015/10/9,46249257 ,165899374 ,53223011 ,202161974 ,17904857 ,16940694 ,149271,807338,0.18,150975,60.93,50764,833,62,1721,3824,7698523,6558,3649,21930,9088,110808,40457,3638645295,15688,334226
2015/10/10,46233549 ,166044175 ,52991219 ,202647046 ,16568987 ,16187784 ,147414,808509,0.18,148937,52.08,41575,798,46,1610,3555,7702078,7337,4065,22077,9031,108661,40742,3366772830,15307,333872
2015/10/11,46320312 ,166519843 ,52880375 ,203265353 ,17818204 ,16756769 ,146061,798363,0.18,147550,57.42,50461,878,94,1736,3631,7705709,7295,4047,21167,8811,107856,40191,3710895470,14996,341634
2015/10/12,46396147 ,167227510 ,52797005 ,202833691 ,16569056 ,16300714 ,139687,754473,0.19,140153,42.87,38294,893,93,1729,3380,7709089,7087,3989,20288,8372,104330,37168,3654364100,14593,384418
2015/10/13,46478960 ,167668087 ,53556165 ,201564890 ,15941900 ,15978408 ,133311,749399,0.18,135398,40.21,35000,866,92,1723,3987,7713076,7017,3968,20484,8439,102315,33145,3620621245,15048,387000
2015/10/14,46461098 ,168202268 ,52597505 ,202835458 ,16679373 ,15880020 ,136949,744431,0.18,138834,42.06,35231,837,80,1565,4278,7717354,6824,3795,20771,8484,91118,47617,3404809185,14309,390312
2015/10/15,46437353 ,168565870 ,52775959 ,202632092 ,16552360 ,16266313 ,136367,739802,0.18,138130,42.57,36026,846,81,1564,3580,7720934,6865,3836,20631,8500,91538,46545,3479057420,14526,392914
2015/10/16,46450821 ,168948544 ,52660441 ,202386264 ,16580136 ,16554536 ,139284,738325,0.19,141449,42.84,34393,807,60,1496,4102,7725036,7099,3980,21217,8909,102207,39005,3453006500,15092,392663
2015/10/17,46558650 ,169175036 ,53034911 ,201893078 ,17177104 ,17003149 ,140755,736223,0.19,142863,44.27,41437,940,104,1745,4025,7729061,7273,4135,21602,9053,105153,37581,3351700435,14972,393036
2015/10/18,46592742 ,169923054 ,52929554 ,201195913 ,16315771 ,16646024 ,133149,722847,0.18,133238,49.18,43733,901,111,1756,3431,7732492,6861,3921,20364,8664,99872,35050,3698121185,14916,405754
2015/10/19,46668414 ,170404708 ,51921231 ,200491508 ,15860664 ,16819368 ,121970,719622,0.17,122216,36.42,31138,873,96,1646,3761,7736253,6817,3909,19234,7719,92692,31055,3763862510,14347,406583
2015/10/20,46736534 ,171118356 ,52257951 ,199090855 ,16116423 ,16405847 ,115696,716040,0.16,117347,46.25,38608,835,86,1581,3389,7739642,6785,3903,20684,8318,87148,30110,3815249980,14347,408625
2015/10/21,46829056 ,171577791 ,52522698 ,199305303 ,16600926 ,15562772 ,126901,717020,0.18,128039,51.69,44347,859,97,1598,2850,7742492,5678,3201,20545,8660,91550,36678,3625077795,14604,408594
2015/10/22,47019365 ,172154312 ,52540949 ,201073650 ,18392133 ,15868873 ,130119,717314,0.18,128709,79.88,63825,803,91,1696,3570,7746062,5877,3299,20371,8569,91752,39693,3565991910,14968,409170
2015/10/23,47123402 ,172611170 ,52458909 ,202028691 ,17424829 ,15994853 ,139207,715680,0.19,140771,55.58,50205,904,121,1805,3516,7749578,7271,4111,21111,8788,103823,36952,3529302485,15115,411809
2015/10/24,47178666 ,173483426 ,52169123 ,201910009 ,16269754 ,15758831 ,138851,712267,0.19,140383,49.98,41750,835,102,1509,3475,7753053,7061,3948,20807,8575,102292,38416,3550445250,14605,415302
2015/10/25,47228893 ,174421106 ,52465099 ,202585597 ,17488466 ,15539875 ,137996,710997,0.19,138893,63.09,51354,814,73,1653,2875,7755928,7046,3961,20492,8547,102866,36618,3804940775,14756,416767
2015/10/26,47176140 ,174941591 ,53321033 ,202423653 ,17021459 ,15918655 ,134814,710023,0.19,135464,57.03,48396,849,108,1676,2634,7758562,6995,3950,19296,7977,100798,35428,3683893970,14622,417258
2015/10/27,47200404 ,175440993 ,53087319 ,202970966 ,16946182 ,16100517 ,135541,709311,0.19,136603,44.87,37928,845,81,1546,2728,7761290,7030,3990,20446,8376,99944,37272,3555228170,14891,416034
2015/10/28,47279742 ,176049027 ,53761123 ,202367721 ,16042048 ,15617678 ,139568,707914,0.2,140381,48.19,38615,799,90,1521,2846,7764136,6933,3842,20633,8531,102733,38458,3418820075,14319,416737
2015/10/29,47411009 ,176552109 ,53399395 ,202384537 ,16985567 ,16735234 ,143647,702206,0.2,144412,55.90,47470,849,104,1641,2928,7767064,7088,3931,20817,8535,104812,40238,3832252290,14786,422214
2015/10/30,47438383 ,177005939 ,52696796 ,202420687 ,16231960 ,16459383 ,142650,701574,0.2,143310,45.92,38449,837,80,1595,2651,7769715,6962,3870,20624,8375,104490,39583,3705479275,14650,421110
2015/10/31,47434304 ,177194263 ,51323899 ,203563785 ,17543556 ,17588058 ,139478,700371,0.2,140064,48.73,43437,891,86,1769,2556,7772271,6873,3803,20838,8447,103671,37225,3819064575,14589,420365
2015/11/1,47342517 ,177557513 ,52438475 ,202626155 ,16725371 ,16295947 ,141889,700022,0.2,144066,51.12,45101,882,107,1701,4669,7776940,6697,3656,19450,7644,103731,40124,3514915505,15158,421684
2015/11/2,47335226 ,177835138 ,51201563 ,203426300 ,17428708 ,17630898 ,138668,702495,0.2,141065,48.36,44270,914,104,1860,4926,7781866,6767,3719,18989,7705,102420,38513,3860428820,14419,420089
2015/11/3,47513932 ,178711686 ,51993313 ,202549752 ,17122716 ,16769295 ,139769,703977,0.2,142240,60.97,52149,855,97,1835,4380,7786246,6841,3777,20119,7884,101666,40490,3739322435,14190,419996
2015/11/4,47724272 ,179653491 ,50897919 ,201607947 ,13083568 ,13722972 ,131377,701967,0.19,128841,47.95,41817,872,101,1691,4111,7790357,6472,3507,20097,7854,88953,44295,3661944880,13783,421057
2015/11/5,47897675 ,180647132 ,50113837 ,200614306 ,15894447 ,14997111 ,127390,698875,0.18,129418,59.93,52322,873,86,1819,4405,7794762,6535,3537,20289,7827,89064,40289,3465208115,14465,423876
2015/11/6,48269755 ,181754363 ,50732626 ,199507075 ,17421674 ,16705132 ,139568,696726,0.2,141592,54.84,47338,863,96,1679,4367,7799129,6736,3598,20963,8092,95988,45585,3252302870,14576,424799
2015/11/7,48462892 ,182834516 ,51260406 ,198426922 ,17805113 ,17697969 ,139817,694043,0.2,142121,54.41,49699,913,98,1869,4293,7803422,6767,3651,20993,8405,98395,43597,3226299200,14686,425814
2015/11/8,48995364 ,184066520 ,50176448 ,197194917 ,18138773 ,17264559 ,141201,691989,0.2,143919,61.54,53945,874,88,1747,5012,7808434,6834,3715,20659,8423,99945,43260,3221385855,15086,427765
2015/11/9,49372458 ,185199486 ,50478798 ,196061951 ,18332831 ,17812371 ,138578,692086,0.2,141088,62.63,51850,827,83,1648,5158,7813592,6797,3724,20005,7955,99201,41809,3701681605,15191,428373
2015/11/10,49730201 ,186678463 ,50283432 ,194582974 ,16155013 ,16611753 ,139649,693187,0.2,141945,46.48,38219,822,96,1518,4301,7817893,6788,3700,20350,7998,98639,43122,3366919675,15154,418471
2015/11/11,50093580 ,187885875 ,51711389 ,193375563 ,18528132 ,17481024 ,140659,690186,0.2,142377,58.68,47679,812,102,1610,3492,7821385,6628,3567,21117,8192,98556,44037,3280338295,14360,379489
2015/11/12,50344986 ,189156768 ,49948813 ,192104670 ,21001323 ,20513954 ,144330,691840,0.21,145866,49.76,42815,860,84,1589,3372,7824757,6834,3708,20792,8132,100197,45993,3338610120,14692,375596
2015/11/13,50730326 ,190501808 ,49109978 ,190759630 ,21761408 ,20557008 ,143938,694022,0.21,145487,55.56,49849,897,99,1779,3303,7828060,6809,3708,20833,8204,99523,46226,3471028245,14678,371566
2015/11/14,50908467 ,191746724 ,48675194 ,189514714 ,17810953 ,18412251 ,142759,696255,0.21,144450,45.33,41012,901,95,1629,3614,7831674,6751,3646,21138,8281,99978,44474,3449452750,14389,367605
2015/11/15,51301846 ,193344546 ,48366882 ,187916891 ,17394978 ,16645640 ,140116,697220,0.2,141592,59.59,52222,874,89,1689,3252,7834926,6600,3574,19457,7743,97087,44796,3512502345,14177,366695
2015/11/16,51596168 ,194832391 ,47105411 ,186429047 ,18024592 ,18210884 ,133067,696662,0.19,134935,50.36,44452,882,100,1678,3575,7838501,6452,3544,18848,7463,95105,39913,3338546760,14053,364817
2015/11/17,51839095 ,196307660 ,47020960 ,184953778 ,16923651 ,18313231 ,126133,694978,0.18,127340,38.34,32517,848,85,1502,2887,7841388,6087,3369,15245,5781,89377,38467,2948066850,13438,352208
2015/11/18,52226545 ,197811150 ,46465688 ,183450288 ,17178842 ,17087309 ,139503,696288,0.2,136888,49.61,43016,867,83,1632,3406,7844794,6335,3409,20561,8104,93587,47696,2780900295,14263,349892
2015/11/19,52540264 ,199497301 ,46744562 ,181764137 ,16077356 ,16059142 ,130420,698375,0.19,131709,55.25,45149,815,83,1615,3185,7847979,6339,3466,20499,7918,94342,37727,3164580580,14109,346940
2015/11/20,52908460 ,201151262 ,47073219 ,180110176 ,16151054 ,15720326 ,130332,697233,0.19,131541,52.00,44687,859,83,1660,2883,7850862,6421,3516,19809,7824,95394,36627,3247821930,14274,347562
2015/11/21,53418175 ,203327736 ,46487553 ,177933702 ,16615751 ,16484323 ,128944,692001,0.19,130073,55.41,45179,815,80,1591,2913,7853775,6335,3448,20496,7938,94394,36219,3345207865,14365,351784
2015/11/22,54059855 ,205368976 ,44569469 ,175892462 ,21558909 ,20836720 ,127355,689141,0.18,128535,56.21,47065,837,81,1564,3040,7856815,6292,3452,19745,7668,94075,35060,3207793270,14499,349787
2015/11/23,54789552 ,207608267 ,43357257 ,173653171 ,22506550 ,23135962 ,117106,685350,0.17,118628,52.33,43332,825,89,1602,3258,7860073,6090,3402,18761,7293,89067,29988,3186561530,14015,346379
2015/11/24,55377576 ,209687553 ,43508152 ,171573885 ,20191201 ,21090122 ,120883,682128,0.18,122180,49.65,42291,851,76,1604,2671,7862744,6335,3516,19022,7359,92091,30559,3330959125,14213,345893
2015/11/25,55887126 ,211966102 ,42709609 ,169295335 ,19875084 ,19329414 ,121727,677429,0.18,122126,59.16,44990,760,65,1521,1828,7864572,6093,3358,19635,7587,90810,32193,3216942960,13714,346503
2015/11/26,56714503 ,214486611 ,42043358 ,166774827 ,19734127 ,20639198 ,127752,674796,0.19,128296,47.99,40491,843,95,1551,2359,7866931,6306,3448,19711,7642,94099,34921,3285570645,14402,346874
2015/11/27,58044636 ,217691932 ,41413664 ,163569506 ,21874102 ,22440787 ,127712,673142,0.19,128490,55.83,44738,801,61,1535,2505,7869436,6218,3398,19553,7533,93672,35388,3255997275,14146,345854
2015/11/28,58682733 ,222425703 ,40008482 ,158835735 ,21425160 ,21538106 ,128292,671086,0.19,129404,57.45,46544,810,68,1495,2950,7872386,6308,3458,20250,7758,94734,34965,3191752810,14201,340784
2015/11/29,59676782 ,226457890 ,38663818 ,154803548 ,22518452 ,21130049 ,125218,668552,0.19,125819,68.52,59828,870,68,1692,2467,7874853,6144,3389,18961,7422,93443,33109,2951007245,14397,341058
2015/11/30,61699822 ,232298448 ,38083942 ,148962989 ,13037202 ,13507026 ,80346,661069,0.12,79712,41.74,22403,536,45,884,1809,7876662,5044,2891,8473,5080,60205,20991,1847715870,8983,342141
