player_id,last_date,pay_cnt,pay_mnt
655,20161002,4,62
656,20161002,1,6
657,20161002,2,7
658,20161002,2,7
659,20161002,1,1
660,20161002,1,6
661,20161002,1,6
662,20160930,1,1
663,20161002,2,2
664,20161002,1,6
665,20161002,1,6
666,20161001,2,7
667,20161001,1,6
668,20161002,1,1
669,20161001,1,6
670,20161001,2,7
671,20161002,1,1
672,20161002,1,6
673,20161002,2,7
674,20161002,1,25
675,20161002,1,1
676,20161001,1,6
677,20161002,2,7
678,20161002,3,32
679,20161002,1,6
680,20161002,7,208
681,20161001,1,1
682,20161002,2,7
683,20161002,2,2
684,20161002,1,6
685,20161002,1,6
686,20161002,2,2
687,20161002,4,31
688,20161002,1,6
689,20161002,1,6
690,20161002,1,6
691,20161002,1,1
692,20161002,1,6
693,20161002,5,51
694,20161002,2,228
695,20161002,1,6
696,20161002,1,1
697,20161002,3,32
698,20161002,2,55
699,20161002,1,1
700,20161002,1,6
701,20161002,2,2
702,20161002,1,1
703,20161002,3,8
704,20161001,1,1
705,20161002,2,649
706,20161002,1,25
707,20161002,1,25
708,20161002,1,1
709,20161002,2,7
710,20161002,4,116
711,20161001,1,25
712,20161002,2,43
713,20161002,1,1
714,20161002,1,25
715,20161002,1,6
716,20161002,1,6
717,20161002,1,6
718,20161002,1,6
719,20161002,3,456
720,20161002,2,2
721,20161002,1,25
722,20161002,2,60
723,20161002,1,6
724,20160928,1,1
725,20160930,1,1
726,20161001,2,2
727,20161002,3,85
728,20161002,1,25
729,20161002,1,25
730,20161002,1,25
731,20161002,2,7
732,20161002,1,25
733,20161002,1,25
734,20161002,4,538
735,20161002,1,25
736,20161002,2,60
737,20161002,1,6
738,20161002,1,1
739,20161002,2,426
740,20161002,1,30
741,20161002,5,177
742,20161002,1,6
743,20161002,2,31
744,20161002,1,6
745,20161002,2,976
746,20161001,2,24
747,20161002,1,6
748,20161002,2,31
749,20161002,5,54
750,20161002,1,18
751,20160930,1,6
752,20161002,4,24
753,20161002,1,6
754,20161002,1,25
755,20161002,1,30
756,20160926,1,6
757,20161002,4,33
758,20161002,1,25
759,20161002,1,1
760,20161002,2,31
761,20161002,2,60
762,20161002,4,147
763,20161002,1,1
764,20161002,4,60
765,20161001,1,1
766,20161002,1,30
767,20161002,1,25
768,20161002,3,37
769,20161002,3,42
770,20161002,1,6
771,20161002,1,6
772,20161002,6,139
773,20160930,1,6
774,20160930,1,6
775,20161002,2,48
776,20161002,2,2
777,20161002,1,25
778,20161002,1,6
779,20161002,1,25
780,20161002,1,25
781,20161002,1,1
782,20161002,1,6
783,20161002,2,2
784,20160929,2,2
785,20161002,1,25
786,20161002,1,18
787,20161002,1,1
788,20160930,1,1
789,20161002,1,18
790,20161002,3,44
791,20161002,1,25
792,20161002,1,6
793,20161002,5,42
794,20161002,2,48
795,20160930,1,6
796,20161002,1,6
797,20161002,2,48
798,20161002,3,18
799,20161002,2,7
800,20161002,3,3
801,20161002,1,6
802,20161002,3,54
803,20161001,2,2
804,20161002,1,18
805,20161002,1,6
806,20161002,1,6
807,20161002,1,6
808,20161002,2,12
809,20161002,2,2
810,20161002,1,25
811,20161002,1,1
812,20161001,1,1
813,20161002,1,6
814,20161002,2,36
815,20161002,1,1
816,20161002,1,18
817,20161002,1,1
818,20160927,1,18
819,20161002,1,1
820,20160930,1,1
821,20161002,1,1
822,20161002,1,6
823,20160930,1,1
824,20161002,1,6
825,20161002,1,1
826,20160930,1,6
827,20161002,6,86
828,20161002,2,7
829,20161002,1,6
830,20161002,1,98
831,20160929,1,25
832,20161002,1,25
833,20161001,2,7
834,20161002,1,25
835,20161002,2,7
836,20161001,1,25
837,20160930,1,6
838,20160930,1,1
839,20161002,1,6
840,20161002,2,2
841,20161002,1,1
842,20160930,1,18
843,20161002,2,7
844,20161002,5,54
845,20161002,1,6
846,20161002,3,27
847,20160929,1,6
848,20161002,2,31
849,20160927,1,6
850,20161002,1,1
851,20161002,2,31
852,20161002,1,1
853,20161002,1,6
854,20161002,1,1
855,20160930,1,25
856,20161002,1,1
857,20161002,3,8
858,20160930,3,8
859,20161002,1,6
860,20161002,1,1
861,20161002,2,7
862,20161002,1,1
863,20161002,4,38
864,20161002,2,7
865,20161002,1,1
866,20161002,1,1
867,20160929,1,30
868,20161002,2,26
869,20161002,1,6
870,20161002,1,6
871,20160929,2,7
872,20161002,1,18
873,20160929,1,1
874,20161002,1,1
875,20161002,1,1
876,20161002,2,2
877,20161002,3,32
878,20161002,1,1
879,20161002,2,12
880,20160926,1,1
881,20161002,1,6
882,20161002,3,13
883,20161002,1,1
884,20160929,2,31
885,20161001,7,145
886,20161002,1,6
887,20161002,3,32
888,20160926,1,6
889,20161002,3,56
890,20161002,2,7
891,20161002,1,6
892,20161002,1,6
893,20161002,2,7
894,20160929,2,7
895,20161002,4,14
896,20160927,1,6
897,20161002,3,8
898,20160927,1,1
899,20160927,1,6
900,20160928,1,6
901,20161002,2,26
902,20161002,1,6
903,20161002,2,7
904,20161002,2,2
905,20160928,1,1
906,20161002,3,8
907,20161002,3,8
908,20161001,2,7
909,20161002,1,1
910,20161002,4,26
911,20161002,3,32
912,20161001,1,6
913,20160928,2,2
914,20160928,1,1
915,20160928,2,7
916,20161001,1,1
917,20161001,1,6
918,20161002,2,2
919,20160927,2,2
920,20160928,1,1
921,20161001,1,6
922,20161001,2,2
923,20161001,1,6
924,20161002,2,7
925,20160928,2,2
926,20161001,3,32
927,20160930,1,1
928,20161002,2,7
929,20161001,1,1
930,20161002,3,8
931,20161002,2,7
932,20161002,1,1
933,20161002,1,6
934,20161002,1,25
935,20160930,1,6
936,20161002,1,1
937,20161001,1,6
938,20161001,2,2
939,20161001,1,1
940,20161002,2,7
941,20161002,2,2
942,20161002,2,7
943,20161002,1,1
944,20160929,2,2
945,20160928,2,19
946,20161002,2,7
947,20160928,2,7
948,20160930,2,7
949,20161002,2,26
950,20161002,2,2
951,20161001,2,7
952,20160928,1,1
953,20161002,2,7
954,20161002,2,7
955,20161002,4,31
956,20161002,2,7
957,20161001,1,1
958,20161002,2,12
959,20161002,1,1
960,20160930,1,25
961,20160930,1,6
962,20161002,2,7
963,20161002,1,6
964,20160929,2,2
965,20160930,2,7
966,20161002,1,1
967,20161002,2,104
968,20161002,1,1
969,20160930,1,1
970,20161001,1,1
971,20161002,2,7
972,20160930,3,13
973,20161002,2,2
974,20161002,2,7
975,20161002,2,7
976,20161002,1,30
977,20160929,1,1
978,20161002,3,13
979,20161001,2,7
980,20161002,2,7
981,20161002,8,462
982,20161002,1,1
983,20161002,2,7
984,20161001,2,7
985,20161002,1,6
986,20161002,1,6
987,20161002,1,6
988,20161001,1,6
989,20161002,2,7
990,20161002,2,2
991,20161002,2,2
992,20160930,1,6
993,20161002,1,6
994,20161002,1,1
995,20161002,1,6
996,20161002,2,7
997,20161001,1,1
998,20161001,1,6
999,20161002,2,7
1000,20161002,1,18
1001,20161002,3,8
1002,20161002,1,1
1003,20161002,4,57
1004,20161001,1,6
1005,20161001,1,6
1006,20161002,1,6
1007,20161002,1,1
1008,20161002,2,7
1009,20161002,2,2
1010,20161002,1,6
1011,20161002,2,2
1012,20161001,1,6
1013,20161002,2,2
1014,20161001,1,1
1015,20161002,1,1
1016,20161002,3,56
1017,20161002,3,32
1018,20161002,1,6
1019,20161002,2,7
1020,20161002,1,1
1021,20161002,1,1
1022,20161002,1,1
1023,20161002,2,7
1024,20161002,1,6
1025,20161002,1,6
1026,20161002,1,1
1027,20161002,1,1
1028,20161002,1,6
1029,20161002,1,1
1030,20161002,3,13
1031,20161002,1,1
1032,20161002,2,7
1033,20161002,1,1
1034,20161002,1,6
1035,20161002,3,8
1036,20161002,2,2
1037,20161002,1,1
1038,20161002,1,6
1039,20161002,1,25
1040,20161002,1,1
1041,20161002,1,6
1042,20161002,1,6
1043,20161002,1,1
1044,20161002,1,6
1045,20161002,1,6
1046,20161002,1,1
1047,20161002,5,37
1048,20161002,3,13
1049,20161002,1,6
1050,20161002,1,6
1051,20161002,1,1
1052,20161002,1,6
1053,20161002,1,1
1054,20161002,1,1
1055,20161002,1,1
1056,20161002,1,6
1057,20161002,1,6
1058,20161002,1,6
1059,20161002,1,6
1060,20161002,1,25
1061,20161002,1,6
1062,20161001,1,6
1063,20161002,2,43
1064,20161002,1,18
1065,20161002,1,1
1066,20161002,1,6
1067,20161002,1,6
1068,20161002,2,31
1069,20161002,5,2050
1070,20161002,10,211
1071,20161002,2,24
1072,20161002,1,6
1073,20161002,2,60
1074,20161002,1,25
1075,20161002,1,6
1076,20161002,1,25
1077,20160930,2,12
1078,20161002,5,182
1079,20161002,2,104
1080,20161002,1,6
1081,20161002,1,6
1082,20161002,2,31
1083,20161002,3,994
1084,20161002,1,25
1085,20161002,2,7
1086,20161002,2,526
1087,20161002,2,12
1088,20161002,1,6
1089,20161002,2,24
1090,20161002,2,673
1091,20161001,1,6
1092,20161002,3,426
1093,20161002,1,25
1094,20161002,1,6
1095,20161002,1,6
1096,20161001,3,25
1097,20161001,3,37
1098,20160929,2,7
1099,20161002,1,25
1100,20161002,2,43
1101,20161002,2,60
1102,20161002,2,55
1103,20161002,1,1
1104,20161002,2,60
1105,20161002,7,422
1106,20161002,1,25
1107,20160930,1,6
1108,20161002,2,43
1109,20161002,1,25
1110,20161002,1,25
1111,20161002,1,25
1112,20161002,2,31
1113,20161002,1,30
1114,20161002,2,31
1115,20161002,1,6
1116,20161002,1,6
1117,20161002,1,25
1118,20161002,4,43
1119,20161002,1,6
1120,20161002,1,6
1121,20161002,4,36
1122,20161002,1,6
1123,20161002,1,30
1124,20161002,1,25
1125,20161002,1,6
1126,20161002,1,1
1127,20161002,1,30
1128,20161002,1,1
1129,20161002,5,1679
1130,20161002,4,108
1131,20160929,3,49
1132,20161002,2,7
1133,20161001,1,1
1134,20161002,4,327
1135,20161002,2,26
1136,20161002,1,25
1137,20161001,1,1
1138,20161002,2,43
1139,20161002,2,426
1140,20161002,1,25
1141,20161002,5,30
1142,20161002,1,6
1143,20161001,1,25
1144,20161002,1,1
1145,20161001,1,6
1146,20161002,1,1
1147,20161002,1,1
1148,20161002,1,18
1149,20160930,1,6
1150,20161002,1,6
1151,20161002,2,31
1152,20161002,1,25
1153,20161002,1,6
1154,20161002,2,7
1155,20161002,14,1513
1156,20161002,3,61
1157,20161002,1,6
1158,20161002,1,6
1159,20160928,1,25
1160,20160928,2,26
1161,20161002,2,12
1162,20161002,1,1
1163,20161002,1,30
1164,20161002,6,280
1165,20161001,1,6
1166,20161002,2,2
1167,20161002,1,18
1168,20160926,1,1
1169,20161002,2,48
1170,20161002,1,6
1171,20161002,1,6
1172,20161002,1,6
1173,20161002,1,1
1174,20161002,12,1156
1175,20161002,1,1
1176,20160930,1,1
1177,20161002,1,98
1178,20161002,2,43
1179,20161002,2,26
1180,20161002,1,18
1181,20161002,1,25
1182,20161002,1,6
1183,20161002,1,6
1184,20160929,1,25
1185,20161002,8,199
1186,20160926,1,1
1187,20161002,1,1
1188,20161002,1,1
1189,20161002,2,55
1190,20161002,1,1
1191,20161002,1,1
1192,20160929,1,6
1193,20161002,1,1
1194,20160930,3,25
1195,20161002,3,49
1196,20161002,2,26
1197,20161002,1,6
1198,20161002,7,237
1199,20161002,1,1
1200,20161002,1,1
1201,20161002,1,1
1202,20161002,1,6
1203,20161002,2,7
1204,20161002,6,31
1205,20161002,2,7
1206,20161002,1,6
1207,20161002,2,7
1208,20160929,2,7
1209,20161002,1,1
1210,20161002,2,31
1211,20161002,1,1
1212,20161002,1,1
1213,20160930,1,1
1214,20161001,2,199
1215,20160926,2,2
1216,20160928,1,1
1217,20161001,3,32
1218,20161002,1,6
1219,20161002,4,24
1220,20161002,1,6
1221,20161002,1,6
1222,20160927,1,1
1223,20160930,1,1
1224,20161002,1,6
1225,20161002,1,25
1226,20161002,2,2
1227,20161002,1,1
1228,20161001,1,1
1229,20161001,1,1
1230,20160928,1,6
1231,20161001,4,50
1232,20161002,3,13
1233,20161002,1,1
1234,20161002,2,7
1235,20160930,1,6
1236,20160929,4,19
1237,20161002,4,31
1238,20161001,1,1
1239,20161001,2,7
1240,20160928,1,1
1241,20160928,2,2
1242,20160929,1,1
1243,20161002,1,1
1244,20161001,2,31
1245,20161002,3,25
1246,20161002,1,6
1247,20161002,1,1
1248,20161002,1,6
1249,20161002,4,55
1250,20160930,1,6
1251,20160929,2,7
1252,20161002,1,25
1253,20161002,1,1
1254,20161002,2,7
1255,20160930,2,7
1256,20161002,1,1
1257,20161002,2,649
1258,20161002,1,1
1259,20160928,1,6
1260,20161002,1,1
1261,20160928,2,7
1262,20160929,1,1
1263,20161002,2,2
1264,20161002,1,1
1265,20160929,2,7
1266,20160927,1,1
1267,20161002,1,18
1268,20161001,2,7
1269,20160927,2,7
1270,20161001,1,6
1271,20160928,1,1
1272,20161002,2,7
1273,20161002,1,1
1274,20160929,2,7
1275,20160927,1,6
1276,20161002,2,7
1277,20161002,2,7
1278,20161002,1,6
1279,20161002,2,7
1280,20161002,3,8
1281,20161002,4,19
1282,20160929,1,6
1283,20161002,1,1
1284,20161002,2,36
1285,20161002,1,1
1286,20161001,1,1
1287,20161002,1,1
1288,20161002,2,26
1289,20161002,4,154
1290,20160929,1,6
1291,20161002,2,2
1292,20160930,1,1
1293,20161002,2,7
1294,20161002,2,2
1295,20161002,5,328
1296,20161001,1,6
1297,20161002,2,12
1298,20161002,1,1
1299,20161002,1,6
1300,20160930,1,6
1301,20160929,1,25
1302,20161002,2,7
1303,20161001,1,1
1304,20161002,1,6
1305,20161002,3,32
1306,20161001,2,2
1307,20160930,1,1
1308,20161002,8,62
1309,20161002,1,6
1310,20161001,1,6
1311,20161002,2,7
1312,20161002,1,6
1313,20161001,1,1
1314,20160929,1,1
1315,20161001,2,7
1316,20161001,1,1
1317,20160929,1,1
1318,20160930,1,1
1319,20161002,3,32
1320,20161002,1,6
1321,20160930,1,6
1322,20161002,1,6
1323,20161001,3,8
1324,20161002,2,7
1325,20161002,1,1
1326,20161001,3,32
1327,20161002,2,7
1328,20161002,2,2
1329,20161002,2,31
1330,20161001,1,1
1331,20161001,1,6
1332,20161002,2,2
1333,20161002,1,6
1334,20161002,1,6
1335,20161002,1,6
1336,20161002,1,1
1337,20161002,1,6
1338,20161002,4,45
1339,20161002,3,32
1340,20161002,2,7
1341,20160930,1,98
1342,20161002,3,32
1343,20160930,2,2
1344,20161002,1,6
1345,20161002,2,2
1346,20161001,1,1
1347,20161002,2,7
1348,20161002,3,8
1349,20161001,1,6
1350,20161002,2,7
1351,20161002,2,2
1352,20161002,1,6
1353,20161001,1,6
1354,20161002,1,1
1355,20161002,2,7
1356,20161002,2,7
