29,3,11009
29,4,11018
29,5,11034
30,1,11008
30,2,11034
30,3,11044
31,1,11074
31,2,11110
31,3,11295
31,4,11009
31,5,11031
31,6,11032
31,7,11034
31,8,11111
31,9,11017
31,10,11092
31,11,11018
31,12,11004
31,13,11021
31,14,11008
31,15,11010
31,16,11112
31,17,11053
31,18,11002
32,1,11113
32,2,11026
32,3,11041
32,4,11034
33,1,11008
33,2,11027
33,3,11009
33,4,11026
33,5,11018
33,6,11034
34,1,11017
34,2,11004
34,3,11117
34,4,11034
35,1,11118
35,2,11113
35,3,11020
35,4,11003
35,5,11034
36,1,11008
36,2,11058
36,3,11076
36,4,11003
36,5,11001
36,6,11078
36,7,11018
36,8,11034
37,1,11008
37,2,11034
37,3,11018
38,1,11008
38,2,11027
38,3,11038
38,4,11026
38,5,11017
38,6,11003
38,7,11041
38,8,11068
38,9,11024
38,10,11078
38,11,11034
38,12,11004
39,1,11026
39,2,11041
39,3,11034
39,4,11004
40,1,11017
40,2,11004
40,3,11008
40,4,11037
40,5,11126
40,6,11055
40,7,11009
40,8,11061
40,9,11032
40,10,11034
41,1,11008
41,2,11009
41,3,11034
42,1,11008
42,2,11034
42,3,11018
43,1,11008
43,2,11007
43,3,11034
44,1,11065
44,2,11054
44,3,11129
44,4,11024
44,5,11072
44,6,11008
44,7,11038
44,8,11026
44,9,11034
44,10,11042
44,11,11053
45,1,11008
45,2,11032
45,3,11034
46,1,11008
46,2,11017
46,3,11032
46,4,11024
46,5,11004
46,6,11018
46,7,11034
46,8,11043
47,1,11119
47,2,11081
47,3,11017
47,4,11014
47,5,11089
47,6,11011
47,7,11040
47,8,11031
47,9,11034
48,1,11133
48,2,11125
48,3,11026
48,4,11041
48,5,11001
48,6,11067
48,7,11034
49,1,11017
49,2,11031
49,3,11040
49,4,11006
49,5,11034
49,6,11018
50,1,11003
50,2,11004
50,3,11034
50,4,11071
51,1,11008
51,2,11015
51,3,11031
51,4,11017
51,5,11034
51,6,11004
52,1,11025
52,2,11008
52,3,11007
52,4,11034
53,1,11065
53,2,11054
53,3,11074
53,4,11036
53,5,11136
53,6,11009
53,7,11040
53,8,11042
53,9,11034
53,10,11025
53,11,11130
53,12,11137
53,13,11017
53,14,11076
53,15,11092
53,16,11004
53,17,11014
53,18,11021
53,19,11000
53,20,11113
53,21,11008
53,22,11030
53,23,11037
53,24,11038
53,25,11089
53,26,11026
53,27,11041
53,28,11053
54,1,11008
54,2,11045
54,3,11139
54,4,11103
54,5,11034
54,6,11071
55,1,11064
55,2,11004
55,3,11072
55,4,11008
55,5,11136
55,6,11027
55,7,11009
55,8,11026
55,9,11041
55,10,11034
56,1,11046
56,2,11032
56,3,11001
56,4,11034
56,5,11018
56,6,11044
57,1,11008
57,2,11295
57,3,11034
57,4,11004
58,1,11035
58,2,11036
58,3,11037
58,4,11009
58,5,11001
58,6,11034
59,1,11008
59,2,11034
59,3,11004
60,1,11035
60,2,11085
60,3,11008
60,4,11001
60,5,11018
60,6,11034
61,1,11024
61,2,11004
61,3,11008
61,4,11046
61,5,11038
61,6,11039
61,7,11026
61,8,11034
62,1,11008
62,2,11045
62,3,11034
63,1,11008
63,2,11127
63,3,11020
63,4,11017
63,5,11004
63,6,11034
63,7,11071
64,1,11085
64,2,11087
64,3,11054
64,4,11036
64,5,11011
64,6,11040
64,7,11039
64,8,11088
64,9,11003
64,10,11034
64,11,11118
64,12,11130
64,13,11020
64,14,11058
64,15,11017
64,16,11018
64,17,11014
64,18,11000
64,19,11030
64,20,11089
64,21,11134
64,22,11001
65,1,11008
65,2,11034
65,3,11018
66,1,11008
66,2,11017
66,3,11034
67,1,11010
67,2,11008
67,3,11046
67,4,11150
67,5,11001
67,6,11034
67,7,11018
68,1,11026
68,2,11034
68,3,11004
69,1,11008
69,2,11017
69,3,11034
69,4,11004
70,1,11008
70,2,11118
70,3,11027
70,4,11034
70,5,11018
71,1,11045
71,2,11059
71,3,11004
71,4,11008
71,5,11035
71,6,11009
71,7,11038
71,8,11026
71,9,11001
71,10,11003
72,1,11008
72,2,11037
72,3,11009
72,4,11004
72,5,11034
73,1,11000
73,2,11008
73,3,11017
73,4,11034
74,1,11008
74,2,11027
74,3,11041
74,4,11034
74,5,11028
75,1,11008
75,2,11037
75,3,11009
75,4,11034
75,5,11004
76,1,11008
76,2,11045
76,3,11030
76,4,11034
76,5,11004
77,1,11008
77,2,11009
77,3,11039
77,4,11017
77,5,11034
78,1,11008
78,2,11035
78,3,11046
78,4,11009
78,5,11059
78,6,11003
78,7,11001
78,8,11034
78,9,11018
78,10,11078
79,1,11026
79,2,11041
79,3,11034
80,1,11025
80,2,11058
80,3,11034
80,4,11004
81,1,11008
81,2,11113
81,3,11034
82,1,11017
82,2,11004
82,3,11018
82,4,11008
82,5,11036
82,6,11035
82,7,11037
82,8,11027
82,9,11009
82,10,11026
82,11,11041
83,1,11008
83,2,11025
83,3,11034
84,1,11010
84,2,11064
84,3,11125
84,4,11026
84,5,11017
84,6,11034
85,1,11017
85,2,11050
85,3,11034
86,1,11018
86,2,11034
86,3,11156
86,4,11004
87,1,11119
87,2,11008
87,3,11070
87,4,11006
87,5,11041
87,6,11034
88,1,11008
88,2,11064
88,3,11123
88,4,11026
88,5,11034
89,1,11008
89,2,11017
89,3,11034
90,1,11008
90,2,11125
90,3,11009
90,4,11017
90,5,11034
90,6,11067
91,1,11008
91,2,11046
91,3,11034
92,1,11008
92,2,11035
92,3,11003
92,4,11001
92,5,11034
92,6,11078
92,7,11018
93,1,11008
93,2,11009
93,3,11034
94,1,11017
94,2,11076
94,3,11059
94,4,11078
94,5,11004
94,6,11008
94,7,11162
94,8,11001
94,9,11034
94,10,11028
95,1,11008
95,2,11017
95,3,11041
95,4,11034
96,1,11119
96,2,11032
96,3,11034
97,1,11140
97,2,11007
97,3,11070
97,4,11034
97,5,11002
97,6,11004
98,1,11008
98,2,11034
98,3,11018
99,1,11070
99,2,11034
99,3,11004
100,1,11046
100,2,11001
100,3,11018
100,4,11034
101,1,11123
101,2,11007
101,3,11034
102,1,11008
102,2,11004
102,3,11034
103,1,11046
103,2,11043
103,3,11034
104,1,11008
104,2,11007
104,3,11080
104,4,11034
105,1,11008
105,2,11004
105,3,11034
106,1,11037
106,2,11009
106,3,11034
107,1,11008
107,2,11017
107,3,11034
108,1,11008
108,2,11009
108,3,11059
108,4,11165
108,5,11034
109,1,11017
109,2,11032
109,3,11034
110,1,11008
110,2,11016
110,3,11123
110,4,11038
110,5,11046
110,6,11026
110,7,11017
110,8,11041
110,9,11001
110,10,11034
110,11,11071
111,1,11008
111,2,11158
111,3,11009
111,4,11017
111,5,11001
111,6,11032
111,7,11024
111,8,11004
111,9,11034
112,1,11008
112,2,11034
112,3,11004
112,4,11044
113,1,11045
113,2,11008
113,3,11017
113,4,11034
114,1,11008
114,2,11009
114,3,11039
114,4,11137
114,5,11004
114,6,11067
114,7,11034
115,1,11081
115,2,11020
115,3,11017
115,4,11004
115,5,11010
115,6,11008
115,7,11037
115,8,11011
115,9,11009
115,10,11100
115,11,11134
115,12,11034
115,13,11028
116,1,11171
116,2,11038
116,3,11026
116,4,11017
116,5,11034
117,1,11008
117,2,11123
117,3,11009
117,4,11006
117,5,11007
117,6,11034
118,1,11008
118,2,11017
118,3,11034
119,1,11008
119,2,11056
119,3,11009
119,4,11032
119,5,11034
119,6,11014
120,1,11008
120,2,11020
120,3,11070
120,4,11053
120,5,11034
121,1,11008
121,2,11060
121,3,11052
121,4,11034
122,1,11008
122,2,11064
122,3,11136
122,4,11038
122,5,11070
122,6,11026
122,7,11034
122,8,11004
123,1,11174
123,2,11008
123,3,11034
124,1,11023
124,2,11034
124,3,11004
125,1,11008
125,2,11009
125,3,11034
126,1,11036
126,2,11008
126,3,11035
126,4,11009
126,5,11060
126,6,11052
126,7,11017
126,8,11034
126,9,11156
126,10,11018
127,1,11104
127,2,11063
127,3,11018
127,4,11004
127,5,11072
127,6,11074
127,7,11008
127,8,11010
127,9,11037
127,10,11030
127,11,11046
127,12,11038
127,13,11009
127,14,11026
127,15,11003
127,16,11041
127,17,11034
127,18,11053
128,1,11008
128,2,11038
128,3,11053
128,4,11034
129,1,11046
129,2,11017
129,3,11034
130,1,11035
130,2,11008
130,3,11037
130,4,11009
130,5,11018
130,6,11034
131,1,11008
131,2,11059
131,3,11048
131,4,11018
131,5,11034
132,1,11008
132,2,11035
132,3,11009
132,4,11034
132,5,11018
133,1,11008
133,2,11007
133,3,11006
133,4,11004
133,5,11018
133,6,11034
133,7,11105
134,1,11119
134,2,11026
134,3,11177
134,4,11059
134,5,11034
134,6,11053
135,1,11008
135,2,11026
135,3,11034
135,4,11018
136,1,11008
136,2,11018
136,3,11034
137,1,11025
137,2,11008
137,3,11058
137,4,11026
137,5,11034
138,1,11008
138,2,11017
138,3,11034
139,1,11157
139,2,11003
139,3,11004
139,4,11034
140,1,11130
140,2,11017
140,3,11018
140,4,11004
140,5,11035
140,6,11008
140,7,11030
140,8,11037
140,9,11009
140,10,11003
140,11,11001
140,12,11002
140,13,11034
140,14,11167
141,1,11113
141,2,11070
141,3,11026
141,4,11018
141,5,11034
142,1,11008
142,2,11017
142,3,11034
142,4,11021
143,1,11113
143,2,11046
143,3,11017
143,4,11102
143,5,11001
143,6,11034
144,1,11025
144,2,11008
144,3,11026
144,4,11034
145,1,11008
145,2,11125
145,3,11017
145,4,11034
145,5,11067
146,1,11036
146,2,11000
146,3,11088
146,4,11034
146,5,11014
147,1,11020
147,2,11058
147,3,11070
147,4,11018
147,5,11004
147,6,11008
147,7,11027
147,8,11041
147,9,11034
148,1,11008
148,2,11009
148,3,11040
148,4,11032
148,5,11034
149,1,11008
149,2,11060
149,3,11034
150,1,11008
150,2,11070
150,3,11034
151,1,11118
151,2,11017
151,3,11024
151,4,11067
151,5,11004
151,6,11008
151,7,11038
151,8,11026
151,9,11088
151,10,11041
151,11,11053
152,1,11084
152,2,11049
152,3,11018
152,4,11008
152,5,11035
152,6,11126
152,7,11009
152,8,11003
152,9,11001
152,10,11034
153,1,11119
153,2,11172
153,3,11034
154,1,11084
154,2,11008
154,3,11026
154,4,11017
154,5,11034
155,1,11008
155,2,11017
155,3,11034
156,1,11008
156,2,11065
156,3,11060
156,4,11052
156,5,11001
156,6,11041
156,7,11034
157,1,11022
157,2,11020
157,3,11070
157,4,11163
157,5,11017
157,6,11004
157,7,11021
157,8,11008
157,9,11050
157,10,11034
158,1,11008
158,2,11017
158,3,11004
158,4,11034
159,1,11119
159,2,11027
159,3,11009
159,4,11150
159,5,11032
159,6,11034
159,7,11020
159,8,11070
159,9,11017
159,10,11018
159,11,11008
159,12,11037
159,13,11030
159,14,11026
159,15,11052
159,16,11060
159,17,11041
159,18,11028
160,1,11008
160,2,11017
160,3,11031
160,4,11014
160,5,11034
161,1,11008
161,2,11024
161,3,11034
162,1,11009
162,2,11100
162,3,11032
162,4,11034
162,5,11004
163,1,11008
163,2,11045
163,3,11018
163,4,11034
164,1,11008
164,2,11017
164,3,11002
164,4,11034
165,1,11058
165,2,11017
165,3,11004
165,4,11014
165,5,11008
165,6,11030
165,7,11040
165,8,11003
165,9,11034
166,1,11008
166,2,11189
166,3,11064
166,4,11038
166,5,11031
166,6,11026
166,7,11041
166,8,11034
167,1,11025
167,2,11070
167,3,11017
167,4,11014
167,5,11008
167,6,11038
167,7,11026
167,8,11041
167,9,11034
168,1,11008
168,2,11045
168,3,11087
168,4,11001
168,5,11034
168,6,11071
169,1,11008
169,2,11009
169,3,11034
170,1,11008
170,2,11017
170,3,11034
171,1,11119
171,2,11046
171,3,11034
171,4,11018
171,5,11004
172,1,11025
172,2,11008
172,3,11009
172,4,11056
172,5,11040
172,6,11017
172,7,11032
172,8,11001
172,9,11034
172,10,11014
172,11,11004
173,1,11008
173,2,11108
173,3,11017
173,4,11034
173,5,11004
174,1,11008
174,2,11017
174,3,11034
175,1,11016
175,2,11007
175,3,11156
175,4,11019
175,5,11057
175,6,11008
175,7,11152
175,8,11109
175,9,11034
176,1,11158
176,2,11090
176,3,11017
176,4,11001
176,5,11003
176,6,11034
176,7,11004
176,8,11018
177,1,11118
177,2,11183
177,3,11076
177,4,11004
177,5,11018
177,6,11008
177,7,11030
177,8,11191
177,9,11003
177,10,11034
178,1,11084
178,2,11045
178,3,11017
178,4,11034
178,5,11075
179,1,11008
179,2,11009
179,3,11034
180,1,11008
180,2,11295
180,3,11034
181,1,11119
181,2,11065
181,3,11067
181,4,11027
181,5,11046
181,6,11009
181,7,11031
181,8,11034
181,9,11070
181,10,11004
181,11,11057
181,12,11008
181,13,11192
181,14,11038
181,15,11026
181,16,11041
181,17,11053
182,1,11020
182,2,11034
182,3,11053
183,1,11008
183,2,11034
183,3,11002
183,4,11079
184,1,11046
184,2,11018
184,3,11034
185,1,11001
185,2,11003
185,3,11034
185,4,11018
185,5,11078
186,1,11008
186,2,11046
186,3,11034
187,1,11036
187,2,11008
187,3,11110
187,4,11295
187,5,11096
187,6,11034
188,1,11008
188,2,11053
188,3,11018
188,4,11034
189,1,11008
189,2,11045
189,3,11017
189,4,11034
190,1,11025
190,2,11196
190,3,11017
190,4,11004
190,5,11018
190,6,11008
190,7,11030
190,8,11003
190,9,11034
191,1,11008
191,2,11025
191,3,11034
192,1,11087
192,2,11017
192,3,11159
192,4,11079
192,5,11004
192,6,11018
192,7,11008
192,8,11010
192,9,11030
192,10,11027
192,11,11038
192,12,11026
192,13,11197
192,14,11041
193,1,11008
193,2,11009
193,3,11017
193,4,11034
193,5,11169
193,6,11154
194,1,11049
194,2,11018
194,3,11035
194,4,11008
194,5,11009
194,6,11001
194,7,11003
194,8,11034
194,9,11002
195,1,11036
195,2,11008
195,3,11007
195,4,11040
195,5,11052
195,6,11018
195,7,11034
196,1,11025
196,2,11046
196,3,11026
196,4,11034
197,1,11008
197,2,11034
197,3,11018
198,1,11119
198,2,11054
198,3,11131
198,4,11136
198,5,11009
198,6,11032
198,7,11034
198,8,11171
198,9,11058
198,10,11017
198,11,11004
198,12,11018
198,13,11071
198,14,11030
198,15,11198
198,16,11026
198,17,11001
198,18,11134
198,19,11053
198,20,11002
199,1,11008
199,2,11068
199,3,11034
200,1,11008
200,2,11017
200,3,11040
200,4,11032
200,5,11034
201,1,11008
201,2,11017
201,3,11034
202,1,11008
202,2,11017
202,3,11034
203,1,11017
203,2,11018
203,3,11014
203,4,11000
203,5,11008
203,6,11009
203,7,11052
203,8,11041
203,9,11032
203,10,11034
204,1,11037
204,2,11009
204,3,11060
204,4,11052
204,5,11026
204,6,11018
204,7,11034
205,1,11008
205,2,11084
205,3,11090
205,4,11017
205,5,11001
205,6,11003
205,7,11032
205,8,11034
205,9,11018
206,1,11008
206,2,11017
206,3,11034
207,1,11035
207,2,11008
207,3,11009
207,4,11018
207,5,11034
208,1,11008
208,2,11190
208,3,11065
208,4,11034
208,5,11004
208,6,11028
209,1,11008
209,2,11085
209,3,11054
209,4,11017
209,5,11003
209,6,11001
209,7,11034
209,8,11018
210,1,11008
210,2,11119
210,3,11295
210,4,11046
210,5,11061
210,6,11034
211,1,11025
211,2,11123
211,3,11004
211,4,11034
212,1,11025
212,2,11056
212,3,11017
212,4,11034
212,5,11018
212,6,11004
213,1,11008
213,2,11009
213,3,11034
214,1,11008
214,2,11035
214,3,11037
214,4,11009
214,5,11017
214,6,11018
214,7,11034
215,1,11017
215,2,11039
215,3,11034
216,1,11008
216,2,11001
216,3,11003
216,4,11018
216,5,11034
217,1,11008
217,2,11198
217,3,11017
217,4,11002
217,5,11034
218,1,11008
218,2,11010
218,3,11037
218,4,11064
218,5,11009
218,6,11046
218,7,11017
218,8,11034
219,1,11017
219,2,11010
219,3,11008
219,4,11037
219,5,11038
219,6,11009
219,7,11026
219,8,11006
219,9,11034
220,1,11025
220,2,11008
220,3,11038
220,4,11026
220,5,11070
220,6,11034
221,1,11024
221,2,11004
221,3,11008
221,4,11027
221,5,11026
221,6,11068
221,7,11003
221,8,11041
221,9,11001
221,10,11034
221,11,11176
222,1,11025
222,2,11017
222,3,11008
222,4,11056
222,5,11026
222,6,11040
222,7,11031
222,8,11032
222,9,11034
223,1,11008
223,2,11034
223,3,11018
224,1,11008
224,2,11022
224,3,11017
224,4,11001
224,5,11067
224,6,11034
225,1,11065
225,2,11020
225,3,11034
225,4,11053
226,1,11022
226,2,11020
226,3,11123
226,4,11017
226,5,11018
226,6,11035
226,7,11037
226,8,11009
226,9,11003
226,10,11034
227,1,11008
227,2,11045
227,3,11054
227,4,11017
227,5,11001
227,6,11003
227,7,11034
227,8,11018
227,9,11004
228,1,11008
228,2,11009
228,3,11007
228,4,11017
228,5,11001
228,6,11034
228,7,11074
229,1,11037
229,2,11017
229,3,11034
230,1,11008
230,2,11017
230,3,11034
231,1,11073
231,2,11032
231,3,11034
232,1,11025
232,2,11020
232,3,11022
232,4,11076
232,5,11018
232,6,11008
232,7,11026
232,8,11041
232,9,11003
232,10,11034
232,11,11042
233,1,11025
233,2,11026
233,3,11034
234,1,11081
234,2,11082
234,3,11049
234,4,11199
234,5,11001
234,6,11034
234,7,11018
234,8,11083
235,1,11008
235,2,11017
235,3,11034
235,4,11004
236,1,11035
236,2,11045
236,3,11008
236,4,11017
236,5,11001
236,6,11003
236,7,11018
236,8,11034
237,1,11017
237,2,11102
237,3,11032
237,4,11034
237,5,11004
238,1,11008
238,2,11046
238,3,11034
238,4,11018
239,1,11008
239,2,11017
239,3,11034
239,4,11044
240,1,11141
240,2,11140
240,3,11008
240,4,11200
240,5,11009
240,6,11060
240,7,11040
240,8,11034
240,9,11014
240,10,11043
240,11,11048
240,12,11018
241,1,11059
241,2,11004
241,3,11034
242,1,11085
242,2,11020
242,3,11063
242,4,11078
242,5,11018
242,6,11008
242,7,11010
242,8,11077
242,9,11038
242,10,11026
242,11,11040
242,12,11041
242,13,11001
243,1,11113
243,2,11038
243,3,11026
243,4,11034
244,1,11025
244,2,11030
244,3,11017
244,4,11004
244,5,11018
244,6,11034
245,1,11008
245,2,11046
245,3,11034
245,4,11018
246,1,11015
246,2,11016
246,3,11051
246,4,11082
246,5,11054
246,6,11017
246,7,11019
246,8,11057
246,9,11036
246,10,11037
246,11,11009
246,12,11040
246,13,11031
246,14,11088
247,1,11008
247,2,11064
247,3,11026
247,4,11041
247,5,11034
248,1,11030
248,2,11017
248,3,11034
248,4,11004
249,1,11008
249,2,11017
249,3,11102
249,4,11034
250,1,11017
250,2,11026
250,3,11024
250,4,11041
250,5,11004
250,6,11034
251,1,11008
251,2,11035
251,3,11037
251,4,11009
251,5,11017
251,6,11034
251,7,11018
252,1,11000
252,2,11011
252,3,11070
252,4,11003
252,5,11018
252,6,11014
252,7,11034
253,1,11020
253,2,11034
253,3,11004
254,1,11058
254,2,11004
254,3,11034
255,1,11015
255,2,11016
255,3,11131
255,4,11017
255,5,11018
255,6,11036
255,7,11060
255,8,11052
255,9,11001
255,10,11032
255,11,11003
255,12,11034
255,13,11184
256,1,11065
256,2,11058
256,3,11017
256,4,11003
256,5,11034
256,6,11004
257,1,11008
257,2,11034
257,3,11004
258,1,11008
258,2,11017
258,3,11034
259,1,11020
259,2,11058
259,3,11017
259,4,11004
259,5,11018
259,6,11021
259,7,11008
259,8,11027
259,9,11046
259,10,11026
259,11,11041
260,1,11020
260,2,11038
260,3,11026
260,4,11017
260,5,11041
260,6,11042
260,7,11034
261,1,11026
261,2,11017
261,3,11034
262,1,11119
262,2,11058
262,3,11054
262,4,11017
262,5,11168
262,6,11004
262,7,11018
262,8,11008
262,9,11095
262,10,11089
262,11,11009
262,12,11006
262,13,11040
262,14,11001
262,15,11096
263,1,11008
263,2,11009
263,3,11017
263,4,11041
263,5,11032
263,6,11004
263,7,11034
264,1,11008
264,2,11295
264,3,11009
264,4,11034
265,1,11008
265,2,11001
265,3,11034
265,4,11083
266,1,11008
266,2,11025
266,3,11158
266,4,11070
266,5,11041
266,6,11034
266,7,11202
267,1,11060
267,2,11052
267,3,11017
267,4,11003
267,5,11004
267,6,11034
268,1,11008
268,2,11004
268,3,11034
269,1,11045
269,2,11008
269,3,11017
269,4,11034
270,1,11035
270,2,11009
270,3,11034
271,1,11046
271,2,11034
271,3,11004
272,1,11008
272,2,11026
272,3,11004
272,4,11034
273,1,11008
273,2,11009
273,3,11059
273,4,11034
274,1,11119
274,2,11110
274,3,11017
274,4,11042
274,5,11034
274,6,11004
274,7,11021
275,1,11183
275,2,11046
275,3,11001
275,4,11004
275,5,11034
276,1,11025
276,2,11008
276,3,11065
276,4,11026
276,5,11041
276,6,11034
277,1,11008
277,2,11034
277,3,11004
277,4,11169
278,1,11008
278,2,11009
278,3,11017
278,4,11001
278,5,11034
278,6,11074
279,1,11037
279,2,11009
279,3,11017
279,4,11034
280,1,11018
280,2,11004
280,3,11008
280,4,11010
280,5,11035
280,6,11030
280,7,11037
280,8,11027
280,9,11009
280,10,11038
280,11,11026
280,12,11041
280,13,11061
281,1,11087
281,2,11017
281,3,11024
281,4,11004
281,5,11156
281,6,11018
281,7,11078
281,8,11008
281,9,11030
281,10,11125
281,11,11001
282,1,11020
282,2,11017
282,3,11008
282,4,11055
282,5,11038
282,6,11026
282,7,11041
282,8,11053
282,9,11034
282,10,11028
283,1,11008
283,2,11018
283,3,11075
283,4,11034
284,1,11008
284,2,11017
284,3,11034
285,1,11010
285,2,11003
285,3,11004
285,4,11034
286,1,11008
286,2,11143
286,3,11017
286,4,11024
286,5,11004
286,6,11034
287,1,11008
287,2,11062
287,3,11082
287,4,11011
287,5,11017
287,6,11043
287,7,11034
288,1,11008
288,2,11025
288,3,11032
288,4,11034
289,1,11113
289,2,11008
289,3,11017
289,4,11040
289,5,11032
289,6,11034
289,7,11018
290,1,11008
290,2,11039
290,3,11034
291,1,11025
291,2,11046
291,3,11026
291,4,11017
291,5,11001
291,6,11003
291,7,11004
291,8,11018
291,9,11034
292,1,11030
292,2,11058
292,3,11017
292,4,11034
292,5,11004
293,1,11008
293,2,11025
293,3,11041
293,4,11034
293,5,11018
293,6,11002
294,1,11008
294,2,11020
294,3,11009
294,4,11046
294,5,11034
294,6,11072
295,1,11008
295,2,11037
295,3,11125
295,4,11009
295,5,11034
296,1,11036
296,2,11041
296,3,11034
297,1,11017
297,2,11049
297,3,11001
297,4,11003
297,5,11034
298,1,11035
298,2,11008
298,3,11009
298,4,11034
298,5,11018
299,1,11045
299,2,11008
299,3,11018
299,4,11034
300,1,11206
300,2,11024
300,3,11009
300,4,11003
300,5,11034
300,6,11118
300,7,11025
300,8,11020
300,9,11017
300,10,11070
300,11,11078
300,12,11004
300,13,11072
300,14,11008
300,15,11030
300,16,11038
300,17,11026
300,18,11001
300,19,11134
300,20,11041
301,1,11008
301,2,11026
301,3,11041
301,4,11034
302,1,11081
302,2,11188
302,3,11082
302,4,11024
302,5,11067
302,6,11074
302,7,11011
302,8,11009
302,9,11040
302,10,11003
303,1,11029
303,2,11034
303,3,11156
304,1,11295
304,2,11018
304,3,11034
305,1,11008
305,2,11016
305,3,11034
306,1,11008
306,2,11017
306,3,11001
306,4,11034
306,5,11004
307,1,11045
307,2,11008
307,3,11017
307,4,11034
308,1,11008
308,2,11007
308,3,11018
308,4,11034
309,1,11037
309,2,11009
309,3,11032
309,4,11034
310,1,11008
310,2,11034
310,3,11018
311,1,11008
311,2,11017
311,3,11034
312,1,11008
312,2,11017
312,3,11034
313,1,11025
313,2,11124
313,3,11026
313,4,11004
313,5,11034
314,1,11119
314,2,11064
314,3,11065
314,4,11024
314,5,11159
314,6,11036
314,7,11009
314,8,11040
314,9,11032
314,10,11075
314,11,11034
314,12,11130
314,13,11118
314,14,11016
314,15,11020
314,16,11017
314,17,11070
314,18,11018
314,19,11004
314,20,11021
314,21,11113
314,22,11010
314,23,11008
314,24,11030
314,25,11038
314,26,11026
314,27,11001
314,28,11041
314,29,11053
314,30,11028
315,1,11119
315,2,11008
315,3,11058
315,4,11034
316,1,11008
316,2,11004
316,3,11034
316,4,11044
317,1,11208
317,2,11026
317,3,11001
317,4,11003
317,5,11034
318,1,11008
318,2,11034
318,3,11018
319,1,11000
319,2,11183
319,3,11014
319,4,11034
320,1,11008
320,2,11038
320,3,11026
320,4,11034
320,5,11018
321,1,11008
321,2,11025
321,3,11035
321,4,11009
321,5,11005
321,6,11007
321,7,11034
321,8,11018
322,1,11008
322,2,11027
322,3,11063
322,4,11034
323,1,11036
323,2,11017
323,3,11040
323,4,11034
324,1,11008
324,2,11017
324,3,11034
325,1,11056
325,2,11032
325,3,11034
325,4,11004
326,1,11038
326,2,11026
326,3,11041
326,4,11034
327,1,11119
327,2,11034
327,3,11004
328,1,11131
328,2,11017
328,3,11034
328,4,11071
329,1,11130
329,2,11204
329,3,11051
329,4,11054
329,5,11017
329,6,11114
329,7,11018
329,8,11008
329,9,11034
330,1,11008
330,2,11037
330,3,11009
330,4,11017
330,5,11034
330,6,11074
331,1,11008
331,2,11009
331,3,11017
331,4,11034
332,1,11087
332,2,11004
332,3,11067
332,4,11072
332,5,11008
332,6,11038
332,7,11026
332,8,11041
332,9,11034
333,1,11008
333,2,11034
333,3,11018
